,id,task,contestant,contestant_label,base,adjustment,points,rank,rigid,spread,scale,5+3,3+2,3½+2½,name,gender
1116,953,204,28,Bob Mortimer,1.0,,1,5,1.0,1.0,0.882,,,,Bob Mortimer,M
1117,953,204,28,Bob Mortimer,1.0,,1,5,1.0,1.0,0.882,,,,Bob Mortimer,M
1118,954,204,29,Josh Widdicombe,3.0,,3,4,2.0,2.0,2.65,,,,Josh Widdicombe,M
1119,954,204,29,Josh Widdicombe,3.0,,3,4,2.0,2.0,2.65,,,,Josh Widdicombe,M
1120,955,204,30,Katherine Ryan,5.0,,5,1,5.0,5.0,4.41,,,,Katherine Ryan,F
1121,955,204,30,Katherine Ryan,5.0,,5,1,5.0,5.0,4.41,,,,Katherine Ryan,F
1122,956,204,31,Noel Fielding,4.0,,4,2=,4.0,3.5,3.53,,,,Noel Fielding,M
1123,956,204,31,Noel Fielding,4.0,,4,2=,4.0,3.5,3.53,,,,Noel Fielding,M
1124,957,204,32,Rob Beckett,4.0,,4,2=,4.0,3.5,3.53,,,,Rob Beckett,M
1125,957,204,32,Rob Beckett,4.0,,4,2=,4.0,3.5,3.53,,,,Rob Beckett,M
1126,958,205,28,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
1127,958,205,28,Bob Mortimer,2.0,,2,4,2.0,2.0,2.0,,,,Bob Mortimer,M
1128,959,205,29,Josh Widdicombe,4.0,,4,2,4.0,4.0,4.0,,,,Josh Widdicombe,M
1129,959,205,29,Josh Widdicombe,4.0,,4,2,4.0,4.0,4.0,,,,Josh Widdicombe,M
1130,960,205,30,Katherine Ryan,5.0,,5,1,5.0,5.0,5.0,,,,Katherine Ryan,F
1131,960,205,30,Katherine Ryan,5.0,,5,1,5.0,5.0,5.0,,,,Katherine Ryan,F
1132,961,205,31,Noel Fielding,1.0,,1,5,1.0,1.0,1.0,,,,Noel Fielding,M
1133,961,205,31,Noel Fielding,1.0,,1,5,1.0,1.0,1.0,,,,Noel Fielding,M
1134,962,205,32,Rob Beckett,3.0,,3,3,3.0,3.0,3.0,,,,Rob Beckett,M
1135,962,205,32,Rob Beckett,3.0,,3,3,3.0,3.0,3.0,,,,Rob Beckett,M
1136,963,206,33,Alice Levine,4.0,,4,2,4.0,4.0,4.0,,,,Alice Levine,F
1137,964,206,34,Asim Chaudhry,1.0,,1,4=,2.0,1.5,1.0,,,,Asim Chaudhry,M
1138,965,206,35,Liza Tarbuck,3.0,,3,3,3.0,3.0,3.0,,,,Liza Tarbuck,F
1139,965,206,35,Liza Tarbuck,3.0,,3,3,3.0,3.0,3.0,,,,Liza Tarbuck,F
1140,966,206,36,Russell Howard,1.0,,1,4=,2.0,1.5,1.0,,,,Russell Howard,M
1141,967,206,37,Tim Vine,5.0,,5,1,5.0,5.0,5.0,,,,Tim Vine,M
1142,968,207,33,Alice Levine,5.0,,5,1,5.0,5.0,5.0,,,,Alice Levine,F
1143,969,207,34,Asim Chaudhry,1.0,,1,5,1.0,1.0,1.0,,,,Asim Chaudhry,M
1144,970,207,35,Liza Tarbuck,3.0,,3,3,3.0,3.0,3.0,,,,Liza Tarbuck,F
1145,970,207,35,Liza Tarbuck,3.0,,3,3,3.0,3.0,3.0,,,,Liza Tarbuck,F
1146,971,207,36,Russell Howard,4.0,,4,2,4.0,4.0,4.0,,,,Russell Howard,M
1147,972,207,37,Tim Vine,2.0,,2,4,2.0,2.0,2.0,,,,Tim Vine,M
1148,973,208,33,Alice Levine,4.0,,4,2,4.0,4.0,4.0,,,,Alice Levine,F
1149,974,208,34,Asim Chaudhry,1.0,,1,5,1.0,1.0,1.0,,,,Asim Chaudhry,M
1150,975,208,35,Liza Tarbuck,3.0,,3,3,3.0,3.0,3.0,,,,Liza Tarbuck,F
1151,975,208,35,Liza Tarbuck,3.0,,3,3,3.0,3.0,3.0,,,,Liza Tarbuck,F
1152,976,208,36,Russell Howard,5.0,,5,1,5.0,5.0,5.0,,,,Russell Howard,M
1153,977,208,37,Tim Vine,2.0,,2,4,2.0,2.0,2.0,,,,Tim Vine,M
1154,978,209,33,Alice Levine,5.0,,5,1,5.0,5.0,5.0,,,,Alice Levine,F
1155,979,209,34,Asim Chaudhry,1.0,,1,5,1.0,1.0,1.0,,,,Asim Chaudhry,M
1156,980,209,35,Liza Tarbuck,3.0,,3,3,3.0,3.0,3.0,,,,Liza Tarbuck,F
1157,980,209,35,Liza Tarbuck,3.0,,3,3,3.0,3.0,3.0,,,,Liza Tarbuck,F
1158,981,209,36,Russell Howard,4.0,,4,2,4.0,4.0,4.0,,,,Russell Howard,M
1159,982,209,37,Tim Vine,2.0,,2,4,2.0,2.0,2.0,,,,Tim Vine,M
1160,983,210,33,Alice Levine,,,0,,,,,,,,Alice Levine,F
1161,984,210,34,Asim Chaudhry,4.0,,4,2=,4.0,3.5,4.0,,,,Asim Chaudhry,M
1162,985,210,35,Liza Tarbuck,5.0,,5,1,5.0,5.0,5.0,,,,Liza Tarbuck,F
1163,985,210,35,Liza Tarbuck,5.0,,5,1,5.0,5.0,5.0,,,,Liza Tarbuck,F
1164,986,210,36,Russell Howard,4.0,,4,2=,4.0,3.5,4.0,,,,Russell Howard,M
1165,987,210,37,Tim Vine,,,0,,,,,,,,Tim Vine,M
1166,988,211,33,Alice Levine,0.0,,0,,,,,,,,Alice Levine,F
1167,989,211,36,Russell Howard,0.0,,0,,,,,,,,Russell Howard,M
1168,990,212,33,Alice Levine,2.0,,2,3=,3.0,2.5,2.0,,,,Alice Levine,F
1169,991,212,34,Asim Chaudhry,1.0,,1,5,1.0,1.0,1.0,,,,Asim Chaudhry,M
1170,992,212,35,Liza Tarbuck,4.0,,4,2,4.0,4.0,4.0,,,,Liza Tarbuck,F
1171,992,212,35,Liza Tarbuck,4.0,,4,2,4.0,4.0,4.0,,,,Liza Tarbuck,F
1172,993,212,36,Russell Howard,2.0,,2,3=,3.0,2.5,2.0,,,,Russell Howard,M
1173,994,212,37,Tim Vine,5.0,,5,1,5.0,5.0,5.0,,,,Tim Vine,M
1174,995,213,33,Alice Levine,2.0,,2,4,2.0,2.0,2.0,,,,Alice Levine,F
1175,996,213,34,Asim Chaudhry,3.0,,3,3,3.0,3.0,3.0,,,,Asim Chaudhry,M
1176,997,213,35,Liza Tarbuck,5.0,,5,1,5.0,5.0,5.0,,,,Liza Tarbuck,F
1177,997,213,35,Liza Tarbuck,5.0,,5,1,5.0,5.0,5.0,,,,Liza Tarbuck,F
1178,998,213,36,Russell Howard,1.0,,1,5,1.0,1.0,1.0,,,,Russell Howard,M
1179,999,213,37,Tim Vine,4.0,,4,2,4.0,4.0,4.0,,,,Tim Vine,M
1180,1000,214,33,Alice Levine,4.0,,4,1=,,,5.0,5.0,3.0,3.5,Alice Levine,F
1181,1001,214,34,Asim Chaudhry,1.0,,1,2=,,,1.25,3.0,2.0,2.5,Asim Chaudhry,M
1182,1002,214,35,Liza Tarbuck,1.0,,1,2=,,,1.25,3.0,2.0,2.5,Liza Tarbuck,F
1183,1002,214,35,Liza Tarbuck,1.0,,1,2=,,,1.25,3.0,2.0,2.5,Liza Tarbuck,F
1184,1003,214,36,Russell Howard,4.0,,4,1=,,,5.0,5.0,3.0,3.5,Russell Howard,M
1185,1004,214,37,Tim Vine,1.0,,1,2=,,,1.25,3.0,2.0,2.5,Tim Vine,M
1186,1005,215,33,Alice Levine,2.0,,2,4,2.0,2.0,2.0,,,,Alice Levine,F
1187,1006,215,34,Asim Chaudhry,3.0,,3,3,3.0,3.0,3.0,,,,Asim Chaudhry,M
1188,1007,215,35,Liza Tarbuck,5.0,,5,1,5.0,5.0,5.0,,,,Liza Tarbuck,F
1189,1007,215,35,Liza Tarbuck,5.0,,5,1,5.0,5.0,5.0,,,,Liza Tarbuck,F
1190,1008,215,36,Russell Howard,4.0,,4,2,4.0,4.0,4.0,,,,Russell Howard,M
1191,1009,215,37,Tim Vine,1.0,,1,5,1.0,1.0,1.0,,,,Tim Vine,M
1192,1010,216,33,Alice Levine,3.0,,3,3=,3.0,2.0,2.5,,,,Alice Levine,F
1193,1011,216,34,Asim Chaudhry,5.0,,5,1,5.0,5.0,4.17,,,,Asim Chaudhry,M
1194,1012,216,35,Liza Tarbuck,4.0,,4,2,4.0,4.0,3.33,,,,Liza Tarbuck,F
1195,1012,216,35,Liza Tarbuck,4.0,,4,2,4.0,4.0,3.33,,,,Liza Tarbuck,F
1196,1013,216,36,Russell Howard,3.0,,3,3=,3.0,2.0,2.5,,,,Russell Howard,M
1197,1014,216,37,Tim Vine,3.0,,3,3=,3.0,2.0,2.5,,,,Tim Vine,M
1198,1015,217,33,Alice Levine,0.0,,0,,,,,,,,Alice Levine,F
1199,1016,217,34,Asim Chaudhry,0.0,,0,,,,,,,,Asim Chaudhry,M
1200,1017,217,35,Liza Tarbuck,0.0,,0,,,,,,,,Liza Tarbuck,F
1201,1017,217,35,Liza Tarbuck,0.0,,0,,,,,,,,Liza Tarbuck,F
1202,1018,217,36,Russell Howard,,,0,,,,,,,,Russell Howard,M
1203,1019,217,37,Tim Vine,0.0,,0,,,,,,,,Tim Vine,M
1204,1020,218,33,Alice Levine,1.0,,1,5,1.0,1.0,1.0,,,,Alice Levine,F
1205,1021,218,34,Asim Chaudhry,2.0,,2,4,2.0,2.0,2.0,,,,Asim Chaudhry,M
1206,1022,218,35,Liza Tarbuck,4.0,,4,2,4.0,4.0,4.0,,,,Liza Tarbuck,F
1207,1022,218,35,Liza Tarbuck,4.0,,4,2,4.0,4.0,4.0,,,,Liza Tarbuck,F
1208,1023,218,36,Russell Howard,3.0,,3,3,3.0,3.0,3.0,,,,Russell Howard,M
1209,1024,218,37,Tim Vine,5.0,,5,1,5.0,5.0,5.0,,,,Tim Vine,M
1210,1025,219,33,Alice Levine,1.0,,1,5,1.0,1.0,1.0,,,,Alice Levine,F
1211,1026,219,34,Asim Chaudhry,3.0,,3,2=,4.0,3.5,3.0,,,,Asim Chaudhry,M
1212,1027,219,35,Liza Tarbuck,5.0,,5,1,5.0,5.0,5.0,,,,Liza Tarbuck,F
1213,1027,219,35,Liza Tarbuck,5.0,,5,1,5.0,5.0,5.0,,,,Liza Tarbuck,F
1214,1028,219,36,Russell Howard,3.0,,3,2=,4.0,3.5,3.0,,,,Russell Howard,M
1215,1029,219,37,Tim Vine,2.0,,2,4,2.0,2.0,2.0,,,,Tim Vine,M
1216,1030,220,33,Alice Levine,1.0,,1,5,1.0,1.0,1.0,,,,Alice Levine,F
1217,1031,220,34,Asim Chaudhry,4.0,,4,2,4.0,4.0,4.0,,,,Asim Chaudhry,M
1218,1032,220,35,Liza Tarbuck,5.0,,5,1,5.0,5.0,5.0,,,,Liza Tarbuck,F
1219,1032,220,35,Liza Tarbuck,5.0,,5,1,5.0,5.0,5.0,,,,Liza Tarbuck,F
1220,1033,220,36,Russell Howard,2.0,,2,4,2.0,2.0,2.0,,,,Russell Howard,M
1221,1034,220,37,Tim Vine,3.0,,3,3,3.0,3.0,3.0,,,,Tim Vine,M
1222,1035,221,33,Alice Levine,2.0,,2,4,2.0,2.0,2.0,,,,Alice Levine,F
1224,1037,221,35,Liza Tarbuck,4.0,,4,2,4.0,4.0,4.0,,,,Liza Tarbuck,F
1225,1037,221,35,Liza Tarbuck,4.0,,4,2,4.0,4.0,4.0,,,,Liza Tarbuck,F
1226,1038,221,36,Russell Howard,3.0,,3,3,3.0,3.0,3.0,,,,Russell Howard,M
1227,1039,221,37,Tim Vine,1.0,,1,5,1.0,1.0,1.0,,,,Tim Vine,M
1228,1040,222,33,Alice Levine,1.0,,1,5,1.0,1.0,0.833,,,,Alice Levine,F
1229,1041,222,34,Asim Chaudhry,4.0,,4,2=,4.0,3.0,3.33,,,,Asim Chaudhry,M
1230,1042,222,35,Liza Tarbuck,4.0,,4,2=,4.0,3.0,3.33,,,,Liza Tarbuck,F
1231,1042,222,35,Liza Tarbuck,4.0,,4,2=,4.0,3.0,3.33,,,,Liza Tarbuck,F
1232,1043,222,36,Russell Howard,5.0,,5,1,5.0,5.0,4.17,,,,Russell Howard,M
1233,1044,222,37,Tim Vine,4.0,,4,2=,4.0,3.0,3.33,,,,Tim Vine,M
1234,1045,223,33,Alice Levine,3.0,,3,3,3.0,3.0,3.0,,,,Alice Levine,F
1235,1046,223,34,Asim Chaudhry,1.0,,1,5,1.0,1.0,1.0,,,,Asim Chaudhry,M
1236,1047,223,35,Liza Tarbuck,2.0,,2,4,2.0,2.0,2.0,,,,Liza Tarbuck,F
1237,1047,223,35,Liza Tarbuck,2.0,,2,4,2.0,2.0,2.0,,,,Liza Tarbuck,F
1238,1048,223,36,Russell Howard,5.0,,5,1,5.0,5.0,5.0,,,,Russell Howard,M
1239,1049,223,37,Tim Vine,4.0,,4,2,4.0,4.0,4.0,,,,Tim Vine,M
1240,1050,224,33,Alice Levine,4.0,,4,2=,4.0,2.5,2.86,,,,Alice Levine,F
